,Date,Open,High,Low,Close,Volume,Volume(BCC)
417,30-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
418,29-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
419,28-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
420,27-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
421,26-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
422,25-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
423,24-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
424,23-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
425,22-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
426,21-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
427,20-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
428,19-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
429,18-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
430,17-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
431,16-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
432,15-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
433,14-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
434,13-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
435,12-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
436,11-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
437,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
438,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
439,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
440,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
441,06-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
442,05-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
443,04-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
444,03-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
445,02-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
446,01-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
447,29-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
448,28-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
449,27-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
450,26-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
451,25-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
452,24-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
453,23-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
454,22-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
455,21-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
456,20-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
457,19-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
458,18-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
459,17-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
460,16-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
461,15-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
462,14-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
463,13-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
464,12-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
465,11-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
466,10-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
467,09-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
468,08-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
469,07-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
470,06-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
471,05-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
472,04-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
473,03-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
474,02-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
475,01-02-2020,0.0,0.0,0.0,0.0,0.0,0.0
476,31-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
477,30-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
478,29-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
479,28-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
480,27-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
481,26-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
482,25-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
483,24-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
484,23-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
485,22-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
486,21-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
487,20-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
488,19-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
489,18-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
490,17-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
491,16-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
492,15-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
493,14-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
494,13-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
495,12-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
496,11-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
497,10-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
498,09-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
499,08-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
500,07-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
501,06-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
502,05-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
503,04-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
504,03-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
505,02-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
506,01-01-2020,0.0,0.0,0.0,0.0,0.0,0.0
507,31-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
508,30-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
509,29-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
510,28-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
511,27-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
512,26-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
513,25-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
514,24-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
515,23-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
516,22-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
517,21-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
518,20-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
519,19-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
520,18-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
521,17-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
522,16-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
523,15-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
524,14-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
525,13-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
526,12-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
527,11-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
528,10-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
529,09-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
530,08-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
531,07-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
532,06-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
533,05-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
534,04-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
535,03-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
536,02-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
537,01-12-2019,0.0,0.0,0.0,0.0,0.0,0.0
538,30-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
539,29-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
540,28-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
541,27-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
542,26-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
543,25-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
544,24-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
545,23-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
546,22-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
547,21-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
548,20-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
549,19-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
550,18-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
551,17-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
552,16-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
553,15-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
554,14-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
555,13-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
556,12-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
557,11-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
558,10-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
559,09-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
560,08-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
561,07-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
562,06-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
563,05-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
564,04-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
565,03-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
566,02-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
567,01-11-2019,0.0,0.0,0.0,0.0,0.0,0.0
568,31-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
569,30-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
570,29-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
571,28-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
572,27-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
573,26-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
574,25-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
575,24-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
576,23-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
577,22-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
578,21-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
579,20-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
580,19-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
581,18-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
582,17-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
583,16-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
584,15-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
585,14-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
586,13-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
587,12-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
588,11-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
589,10-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
590,09-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
591,08-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
592,07-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
593,06-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
594,05-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
595,04-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
596,03-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
597,02-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
598,01-10-2019,0.0,0.0,0.0,0.0,0.0,0.0
599,30-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
600,29-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
601,28-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
602,27-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
603,26-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
604,25-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
605,24-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
606,23-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
607,22-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
608,21-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
609,20-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
610,19-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
611,18-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
612,17-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
613,16-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
614,15-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
615,14-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
616,13-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
617,12-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
618,11-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
619,10-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
620,09-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
621,08-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
622,07-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
623,06-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
624,05-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
625,04-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
626,03-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
627,02-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
628,01-09-2019,0.0,0.0,0.0,0.0,0.0,0.0
629,31-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
630,30-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
631,29-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
632,28-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
633,27-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
634,26-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
635,25-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
636,24-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
637,23-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
638,22-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
639,21-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
640,20-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
641,19-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
642,18-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
643,17-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
644,16-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
645,15-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
646,14-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
647,13-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
648,12-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
649,11-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
650,10-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
651,09-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
652,08-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
653,07-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
654,06-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
655,05-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
656,04-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
657,03-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
658,02-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
659,01-08-2019,0.0,0.0,0.0,0.0,0.0,0.0
660,31-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
661,30-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
662,29-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
663,28-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
664,27-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
665,26-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
666,25-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
667,24-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
668,23-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
669,22-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
670,21-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
671,20-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
672,19-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
673,18-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
674,17-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
675,16-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
676,15-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
677,14-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
678,13-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
679,12-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
680,11-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
681,10-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
682,09-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
683,08-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
684,07-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
685,06-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
686,05-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
687,04-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
688,03-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
689,02-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
690,01-07-2019,0.0,0.0,0.0,0.0,0.0,0.0
691,30-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
692,29-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
693,28-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
694,27-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
695,26-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
696,25-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
697,24-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
698,23-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
699,22-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
700,21-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
701,20-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
702,19-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
703,18-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
704,17-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
705,16-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
706,15-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
707,14-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
708,13-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
709,12-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
710,11-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
711,10-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
712,09-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
713,08-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
714,07-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
715,06-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
716,05-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
717,04-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
718,03-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
719,02-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
720,01-06-2019,0.0,0.0,0.0,0.0,0.0,0.0
721,31-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
722,30-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
723,29-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
724,28-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
725,27-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
726,26-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
727,25-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
728,24-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
729,23-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
730,22-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
731,21-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
732,20-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
733,19-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
734,18-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
735,17-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
736,16-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
737,15-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
738,14-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
739,13-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
740,12-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
741,11-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
742,10-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
743,09-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
744,08-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
745,07-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
746,06-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
747,05-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
748,04-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
749,03-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
750,02-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
751,01-05-2019,0.0,0.0,0.0,0.0,0.0,0.0
752,30-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
753,29-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
754,28-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
755,27-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
756,26-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
757,25-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
758,24-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
759,23-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
760,22-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
761,21-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
762,20-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
763,19-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
764,18-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
765,17-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
766,16-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
767,15-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
768,14-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
769,13-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
770,12-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
771,11-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
772,10-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
773,09-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
774,08-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
775,07-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
776,06-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
777,05-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
778,04-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
779,03-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
780,02-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
781,01-04-2019,0.0,0.0,0.0,0.0,0.0,0.0
782,31-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
783,30-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
784,29-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
785,28-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
786,27-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
787,26-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
788,25-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
789,24-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
790,23-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
791,22-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
792,21-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
793,20-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
794,19-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
795,18-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
796,17-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
797,16-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
798,15-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
799,14-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
800,13-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
801,12-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
802,11-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
803,10-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
804,09-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
805,08-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
806,07-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
807,06-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
808,05-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
809,04-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
810,03-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
811,02-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
812,01-03-2019,0.0,0.0,0.0,0.0,0.0,0.0
813,28-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
814,27-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
815,26-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
816,25-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
817,24-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
818,23-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
819,22-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
820,21-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
821,20-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
822,19-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
823,18-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
824,17-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
825,16-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
826,15-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
827,14-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
828,13-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
829,12-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
830,11-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
831,10-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
832,09-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
833,08-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
834,07-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
835,06-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
836,05-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
837,04-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
838,03-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
839,02-02-2019,0.0,0.0,0.0,0.0,0.0,0.0
